brand,category,condition,countryOfManufacture,dataType,description,listingType,media,name,productCategory,shoe,shortDescription,tickerSymbol,title,traits,urlKey,year,market,_tags
Panini,Trading Cards Sealed Boxes,New,US,product," For the first time in 2020 Panini Football is introducing Mosaic as a stand alone set. The Panini Mosaic Football Hanger Box comes with 20 cards per pack and 1 pack per box. Within the box you can find 1 Silver or Mosaic parallel on average, and 2 Panini football inserts. Included on the Mosaic base set checklist are Panini football rookie cards for Joe Burrow, Tua Tagovailoa, Chase Young, D’Andre Swift, Justin Herbert, Jordan Love, and many more! And now look for these same rookies in Panini Football's most anticipated retail release 2020 <a href=""https://stockx.com/2020-panini-prizm-football-target-hanger-box-4x-lot"">Panini Prizm Football!</a>",standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Football-Hanger-Box-3x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932061', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Football-Hanger-Box-3x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932061', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Football-Hanger-Box-3x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932061', 'gallery': [], 'hidden': False}",Football Hanger Box 4x Lot,collectibles,Panini Football Hanger Box 4x Lot,2020-Panini-Mosaic-Football-Hanger-Box-4x-Lot,PN-2PMFHB3L20,2020 Panini Mosaic Football Hanger Box 4x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-mosaic-football-hanger-box-4x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '1ba60daa-a3f2-47c6-a839-8733c741ca9d', 'lowestAsk': 150, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 5, 'hasAsks': 1, 'salesThisPeriod': 4, 'salesLastPeriod': 0, 'highestBid': 135, 'highestBidSize': '', 'numberOfBids': 14, 'hasBids': 1, 'annualHigh': 185, 'annualLow': 95, 'deadstockRangeLow': 132, 'deadstockRangeHigh': 142, 'volatility': 0.037115, 'deadstockSold': 136, 'pricePremium': 0, 'averageDeadstockPrice': 124, 'lastSale': 137, 'lastSaleSize': '', 'salesLast72Hours': 4, 'changeValue': 1, 'changePercentage': 0.007353, 'absChangePercentage': 0.007353, 'totalDollars': 16903, 'lastLowestAskTime': 1608484596, 'lastHighestBidTime': 1608711055, 'lastSaleDate': '2020-12-22T21:04:31+00:00', 'createdAt': '2020-09-23T22:28:23+00:00', 'updatedAt': 1608711055, 'deadstockSoldRank': 43, 'pricePremiumRank': 31, 'averageDeadstockPriceRank': 43, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes', '2020', 'football']"
Panini,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Absolute-Football-Mega-Box-40-ct-4x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932027', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Absolute-Football-Mega-Box-40-ct-4x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932027', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Absolute-Football-Mega-Box-40-ct-4x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932027', 'gallery': [], 'hidden': False}",Football Blaster Box 4x Lot,collectibles,Panini Football Blaster Box 4x Lot,2020-Panini-Absolute-Football-Blaster-Box-4x-Lot,PN-2PAFBB4L20,2020 Panini Absolute Football Blaster Box 4x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-absolute-football-blaster-box-4x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '7366b55f-dcda-4692-bbd3-0d175d9e2e3e', 'lowestAsk': 114, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 9, 'hasAsks': 1, 'salesThisPeriod': 4, 'salesLastPeriod': 0, 'highestBid': 95, 'highestBidSize': '', 'numberOfBids': 12, 'hasBids': 1, 'annualHigh': 165, 'annualLow': 83, 'deadstockRangeLow': 105, 'deadstockRangeHigh': 115, 'volatility': 0.045353, 'deadstockSold': 118, 'pricePremium': 0, 'averageDeadstockPrice': 103, 'lastSale': 110, 'lastSaleSize': '', 'salesLast72Hours': 4, 'changeValue': 0, 'changePercentage': 0, 'absChangePercentage': 0, 'totalDollars': 12142, 'lastLowestAskTime': 1608580800, 'lastHighestBidTime': 1608640094, 'lastSaleDate': '2020-12-20T23:59:28+00:00', 'createdAt': '2020-10-23T20:23:14+00:00', 'updatedAt': 1608653816, 'deadstockSoldRank': 31, 'pricePremiumRank': 97, 'averageDeadstockPriceRank': 68, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes']"
Panini,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Draft-Picks-Basketball-Blaster-Box-28-ct-2x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605920636', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Draft-Picks-Basketball-Blaster-Box-28-ct-2x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605920636', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Draft-Picks-Basketball-Blaster-Box-28-ct-2x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605920636', 'gallery': [], 'hidden': False}",Basketball Blaster Box 28 ct. 2x Lot,collectibles,Panini Basketball Blaster Box 28 ct. 2x Lot,2020-Panini-Prizm-Draft-Picks-Basketball-Blaster-Box-28-ct-2x-Lot,PN-2PPDPBBB2c,2020 Panini Prizm Draft Picks Basketball Blaster Box 28 ct. 2x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-prizm-draft-picks-basketball-blaster-box-28-ct-2x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '53d79268-4cdc-4dc1-8214-158a04f47100', 'lowestAsk': 50, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 27, 'hasAsks': 1, 'salesThisPeriod': 4, 'salesLastPeriod': 0, 'highestBid': 46, 'highestBidSize': '', 'numberOfBids': 11, 'hasBids': 1, 'annualHigh': 88, 'annualLow': 45, 'deadstockRangeLow': 49, 'deadstockRangeHigh': 53, 'volatility': 0.045376, 'deadstockSold': 83, 'pricePremium': 0, 'averageDeadstockPrice': 54, 'lastSale': 51, 'lastSaleSize': '', 'salesLast72Hours': 4, 'changeValue': 0, 'changePercentage': 0, 'absChangePercentage': 0, 'totalDollars': 4446, 'lastLowestAskTime': 1608683693, 'lastHighestBidTime': 1608634593, 'lastSaleDate': '2020-12-22T08:47:43+00:00', 'createdAt': '2020-11-21T01:03:56+00:00', 'updatedAt': 1608698925, 'deadstockSoldRank': 75, 'pricePremiumRank': 52, 'averageDeadstockPriceRank': 41, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes', '2020', 'baksetball']"
Panini,Trading Cards Sealed Boxes,New,US,product,"The 2020 Panini Prizm Football Wal-Mart Blaster Box comes with 4 cards per pack and 6 packs per box. In each 2020 Prizm Football Wal-Mart Blaster Box you can find 1 Relic, 5 Lazer Prizms, 3 Rookies, and 1 Silver Prizm on average. 2020 Panini Prizm Football released in November 2020. Included on the checklist are the Panini Prizm Football rookie cards for Joe Burrow, Tua Tagovailoa, Chase Young, D’Andre Swift, Justin Herbert, Jordan Love, and many more!",standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Football-Blaster-Box-Lazer-2x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607010428', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Football-Blaster-Box-Lazer-2x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607010428', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Football-Blaster-Box-Lazer-2x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607010428', 'gallery': [], 'hidden': False}",Football Blaster Box Lazer 2x Lot,collectibles,Panini Football Blaster Box Lazer 2x Lot,2020-Panini-Prizm-Football-Wal-Mart-Blaster-Box-2x-Lot,PN-2PPFWBB2L20,2020 Panini Prizm Football Blaster Box Lazer 2x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-prizm-football-wal-mart-blaster-box-2x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '17c840a9-4788-4751-9925-89a752d6be89', 'lowestAsk': 148, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 5, 'hasAsks': 1, 'salesThisPeriod': 4, 'salesLastPeriod': 0, 'highestBid': 116, 'highestBidSize': '', 'numberOfBids': 15, 'hasBids': 1, 'annualHigh': 200, 'annualLow': 105, 'deadstockRangeLow': 113, 'deadstockRangeHigh': 135, 'volatility': 0.089732, 'deadstockSold': 39, 'pricePremium': 0, 'averageDeadstockPrice': 136, 'lastSale': 124, 'lastSaleSize': '', 'salesLast72Hours': 4, 'changeValue': 4, 'changePercentage': 0.033333, 'absChangePercentage': 0.033333, 'totalDollars': 5286, 'lastLowestAskTime': 1608593545, 'lastHighestBidTime': 1608595545, 'lastSaleDate': '2020-12-21T23:52:12+00:00', 'createdAt': '2020-11-04T20:05:05+00:00', 'updatedAt': 1608655042, 'deadstockSoldRank': 62, 'pricePremiumRank': 72, 'averageDeadstockPriceRank': 1, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes']"
Pokemon TCG,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2017-Pokemon-TCG-Charizard-GX-Premium-Collection.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933835', 'smallImageUrl': 'https://stockx.imgix.net/images/2017-Pokemon-TCG-Charizard-GX-Premium-Collection.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933835', 'thumbUrl': 'https://stockx.imgix.net/images/2017-Pokemon-TCG-Charizard-GX-Premium-Collection.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933835', 'gallery': [], 'hidden': False}",Premium Collection,collectibles,Pokemon TCG Premium Collection,2017-Pokemon-TCG-Charizard-GX-Premium-Collection,PTCG-2PTCGPC17,2017 Pokemon TCG Charizard GX Premium Collection,"[{'name': 'Year', 'value': '2017', 'filterable': False, 'visible': True, 'highlight': False}]",2017-pokemon-tcg-charizard-gx-premium-collection,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '40950a6c-38eb-4ed0-8884-9bdfb6368682', 'lowestAsk': 107, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 7, 'hasAsks': 1, 'salesThisPeriod': 4, 'salesLastPeriod': 0, 'highestBid': 95, 'highestBidSize': '', 'numberOfBids': 9, 'hasBids': 1, 'annualHigh': 139, 'annualLow': 55, 'deadstockRangeLow': 95, 'deadstockRangeHigh': 115, 'volatility': 0.099422, 'deadstockSold': 25, 'pricePremium': 0, 'averageDeadstockPrice': 103, 'lastSale': 105, 'lastSaleSize': '', 'salesLast72Hours': 4, 'changeValue': 1, 'changePercentage': 0.009615, 'absChangePercentage': 0.009615, 'totalDollars': 2582, 'lastLowestAskTime': 1608663343, 'lastHighestBidTime': 1608657432, 'lastSaleDate': '2020-12-22T19:13:34+00:00', 'createdAt': '2020-10-06T21:52:30+00:00', 'updatedAt': 1608703233, 'deadstockSoldRank': 38, 'pricePremiumRank': 26, 'averageDeadstockPriceRank': 62, 'featured': 0}","['collectibles', 'pokemon tcg', 'trading cards', 'sealed boxes', 'pokemon']"
Panini,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Donruss-Optic-Basektball-T-Mall-Exclusive-Box-1.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931883', 'smallImageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Donruss-Optic-Basektball-T-Mall-Exclusive-Box-1.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931883', 'thumbUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Donruss-Optic-Basektball-T-Mall-Exclusive-Box-1.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606931883', 'gallery': [], 'hidden': False}",Basektball T-Mall Exclusive Box,collectibles,Panini Basektball T-Mall Exclusive Box,2019-20-Panini-Donruss-Optic-Basektball-T-Mall-Exclusive-Box,PN-2PDOBTEB20,2019-20 Panini Donruss Optic Basektball T-Mall Exclusive Box,"[{'name': 'Year', 'value': '2019-20', 'filterable': False, 'visible': True, 'highlight': False}]",2019-20-panini-donruss-optic-basektball-t-mall-exclusive-box,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '6fa8c0cf-1f2f-4276-bc03-56254bc6e545', 'lowestAsk': 575, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 3, 'hasAsks': 1, 'salesThisPeriod': 4, 'salesLastPeriod': 0, 'highestBid': 540, 'highestBidSize': '', 'numberOfBids': 6, 'hasBids': 1, 'annualHigh': 545, 'annualLow': 439, 'deadstockRangeLow': 525, 'deadstockRangeHigh': 565, 'volatility': 0.035806, 'deadstockSold': 25, 'pricePremium': 0, 'averageDeadstockPrice': 511, 'lastSale': 545, 'lastSaleSize': '', 'salesLast72Hours': 4, 'changeValue': 0, 'changePercentage': 0, 'absChangePercentage': 0, 'totalDollars': 12782, 'lastLowestAskTime': 1608679970, 'lastHighestBidTime': 1608660034, 'lastSaleDate': '2020-12-21T19:45:11+00:00', 'createdAt': '2020-05-29T18:27:02+00:00', 'updatedAt': 1608679970, 'deadstockSoldRank': 11, 'pricePremiumRank': 70, 'averageDeadstockPriceRank': 73, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes', '2019', 'basketball']"
Panini,Trading Cards Sealed Boxes,New,US,product,"The 2020 Panini Prizm Football Target Hanger Box comes with 10 cards per box. In each 2020 Prizm Football Target Hanger Box you can find 3 Light Blue Prizms, 1 Green or Silver Prizm, 1 Rookie, and 1 Insert on average. 2020 Panini Prizm Football released in November 2020. Included on the checklist are the Panini Prizm Football rookie cards for Joe Burrow, Tua Tagovailoa, Chase Young, D’Andre Swift, Justin Herbert, Jordan Love, and many more!",standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Football-Hanger-Box-10-ct-Light-Blue-10x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606946306', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Football-Hanger-Box-10-ct-Light-Blue-10x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606946306', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Football-Hanger-Box-10-ct-Light-Blue-10x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606946306', 'gallery': [], 'hidden': False}",Football Hanger Box 10 ct Light Blue 10x Lot,collectibles,Panini Football Hanger Box 10 ct Light Blue 10x Lot,2020-Panini-Prizm-Football-Target-Hanger-Box-10x-Lot,PN-2PPFTHB1L20,2020 Panini Prizm Football Hanger Box  10 ct Light Blue 10x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-prizm-football-target-hanger-box-10x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': 'bc3c67e3-3957-489b-be34-74885f633c9e', 'lowestAsk': 355, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 4, 'hasAsks': 1, 'salesThisPeriod': 4, 'salesLastPeriod': 0, 'highestBid': 340, 'highestBidSize': '', 'numberOfBids': 15, 'hasBids': 1, 'annualHigh': 450, 'annualLow': 320, 'deadstockRangeLow': 326, 'deadstockRangeHigh': 354, 'volatility': 0.041229, 'deadstockSold': 25, 'pricePremium': 0, 'averageDeadstockPrice': 370, 'lastSale': 340, 'lastSaleSize': '', 'salesLast72Hours': 4, 'changeValue': 0, 'changePercentage': 0, 'absChangePercentage': 0, 'totalDollars': 9255, 'lastLowestAskTime': 1608357067, 'lastHighestBidTime': 1608678299, 'lastSaleDate': '2020-12-23T00:13:53+00:00', 'createdAt': '2020-11-04T20:05:03+00:00', 'updatedAt': 1608701041, 'deadstockSoldRank': 45, 'pricePremiumRank': 73, 'averageDeadstockPriceRank': 45, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes']"
Panini,Trading Cards Sealed Boxes,New,US,product,"The 2020 Panini Prizm Football Target Hanger Box comes with 10 cards per box. In each 2020 Prizm Football Target Hanger Box you can find 3 Light Blue Prizms, 1 Green or Silver Prizm, 1 Rookie, and 1 Insert on average. 2020 Panini Prizm Football released in November 2020. Included on the checklist are the Panini Prizm Football rookie cards for Joe Burrow, Tua Tagovailoa, Chase Young, D’Andre Swift, Justin Herbert, Jordan Love, and many more!",standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Football-Hanger-Box-10-ct-Light-Blue-4x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607020020', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Football-Hanger-Box-10-ct-Light-Blue-4x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607020020', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Football-Hanger-Box-10-ct-Light-Blue-4x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607020020', 'gallery': [], 'hidden': False}",Football Hanger Box 10 ct Light Blue 4x Lot,collectibles,Panini Football Hanger Box 10 ct Light Blue 4x Lot,2020-Panini-Prizm-Football-Target-Hanger-Box-4x-Lot,PN-2PPFTHB4L20,2020 Panini Prizm Football Hanger Box 10 ct Light Blue 4x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-prizm-football-target-hanger-box-4x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '12b206f5-3daf-4c48-ba55-091a2f44d5cc', 'lowestAsk': 137, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 3, 'hasAsks': 1, 'salesThisPeriod': 4, 'salesLastPeriod': 0, 'highestBid': 122, 'highestBidSize': '', 'numberOfBids': 10, 'hasBids': 1, 'annualHigh': 201, 'annualLow': 120, 'deadstockRangeLow': 114, 'deadstockRangeHigh': 136, 'volatility': 0.086344, 'deadstockSold': 24, 'pricePremium': 0, 'averageDeadstockPrice': 146, 'lastSale': 125, 'lastSaleSize': '', 'salesLast72Hours': 4, 'changeValue': 0, 'changePercentage': 0, 'absChangePercentage': 0, 'totalDollars': 3500, 'lastLowestAskTime': 1608639893, 'lastHighestBidTime': 1608524223, 'lastSaleDate': '2020-12-21T22:00:51+00:00', 'createdAt': '2020-11-04T20:05:03+00:00', 'updatedAt': 1608676110, 'deadstockSoldRank': 24, 'pricePremiumRank': 78, 'averageDeadstockPriceRank': 81, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes', '2020', 'football']"
Pokemon TCG,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2019-Pokemon-TCG-TAG-TEAM-Tins-Pikachu-Zekrom-GX-Eevee-Snorlax-GX-Celebi-Venusaur-GX-Lot.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932016', 'smallImageUrl': 'https://stockx.imgix.net/images/2019-Pokemon-TCG-TAG-TEAM-Tins-Pikachu-Zekrom-GX-Eevee-Snorlax-GX-Celebi-Venusaur-GX-Lot.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932016', 'thumbUrl': 'https://stockx.imgix.net/images/2019-Pokemon-TCG-TAG-TEAM-Tins-Pikachu-Zekrom-GX-Eevee-Snorlax-GX-Celebi-Venusaur-GX-Lot.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932016', 'gallery': [], 'hidden': False}",Pikachu & Zekrom GX/Eevee & Snorlax GX/Celebi & Venusaur GX Lot,collectibles,Pokemon TCG Pikachu & Zekrom GX/Eevee & Snorlax GX/Celebi & Venusaur GX Lot,2019-Pokemon-TCG-TAG-TEAM-Tins-Pikachu-Zekrom-GX-Eevee-Snorlax-GX-Celebi-Venusaur-GX-Lot,PTCG-2PTTTTPZG,2019 Pokemon TCG TAG TEAM Tins Pikachu & Zekrom GX/Eevee & Snorlax GX/Celebi & Venusaur GX Lot,"[{'name': 'Year', 'value': '2019', 'filterable': False, 'visible': True, 'highlight': False}]",2019-pokemon-tcg-tag-team-tins-pikachu-zekrom-gx-eevee-snorlax-gx-celebi-venusaur-gx-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '11e390a5-c2be-4e90-aea6-e840a2538ec6', 'lowestAsk': 76, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 6, 'hasAsks': 1, 'salesThisPeriod': 4, 'salesLastPeriod': 0, 'highestBid': 60, 'highestBidSize': '', 'numberOfBids': 2, 'hasBids': 1, 'annualHigh': 107, 'annualLow': 60, 'deadstockRangeLow': 45, 'deadstockRangeHigh': 75, 'volatility': 0.251492, 'deadstockSold': 18, 'pricePremium': 0, 'averageDeadstockPrice': 84, 'lastSale': 60, 'lastSaleSize': '', 'salesLast72Hours': 4, 'changeValue': -2, 'changePercentage': -0.032258, 'absChangePercentage': 0.032258, 'totalDollars': 1510, 'lastLowestAskTime': 1608732380, 'lastHighestBidTime': 1608676244, 'lastSaleDate': '2020-12-23T01:14:05+00:00', 'createdAt': '2020-10-06T21:52:34+00:00', 'updatedAt': 1608732380, 'deadstockSoldRank': 52, 'pricePremiumRank': 57, 'averageDeadstockPriceRank': 19, 'featured': 0}","['collectibles', 'pokemon tcg', 'trading cards', 'sealed boxes', 'pokemon']"
Panini,Trading Cards Sealed Boxes,New,US,product,"The 2020 Panini Prizm Football Target Blaster Box comes with 4 cards per pack and 6 packs per box. In each 2020 Prizm Football Target Blaster Box you can find 1 Relic, 5 Disco Prizms, 3 Rookies, and 1 Silver Prizm on average. 2020 Panini Prizm Football released in November 2020. Included on the checklist are the Panini Prizm Football rookie cards for Joe Burrow, Tua Tagovailoa, Chase Young, D’Andre Swift, Justin Herbert, Jordan Love, and many more!",standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Football-Blaster-Box-Disco-6x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607011189', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Football-Blaster-Box-Disco-6x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607011189', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Football-Blaster-Box-Disco-6x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607011189', 'gallery': [], 'hidden': False}",Football Blaster Box Disco 6x Lot,collectibles,Panini Football Blaster Box Disco 6x Lot,2020-Panini-Prizm-Football-Target-Blaster-Box-6x-Lot,PN-2PPFTBB6L20,2020 Panini Prizm Football Blaster Box Disco 6x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-prizm-football-target-blaster-box-6x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': 'c51d30c4-3d8f-45fe-af8e-65adc833dd8e', 'lowestAsk': 390, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 9, 'hasAsks': 1, 'salesThisPeriod': 4, 'salesLastPeriod': 0, 'highestBid': 309, 'highestBidSize': '', 'numberOfBids': 8, 'hasBids': 1, 'annualHigh': 461, 'annualLow': 350, 'deadstockRangeLow': 321, 'deadstockRangeHigh': 389, 'volatility': 0.0951, 'deadstockSold': 12, 'pricePremium': 0, 'averageDeadstockPrice': 389, 'lastSale': 355, 'lastSaleSize': '', 'salesLast72Hours': 4, 'changeValue': 5, 'changePercentage': 0.014286, 'absChangePercentage': 0.014286, 'totalDollars': 4668, 'lastLowestAskTime': 1608655652, 'lastHighestBidTime': 1608668546, 'lastSaleDate': '2020-12-21T19:27:42+00:00', 'createdAt': '2020-11-04T20:05:02+00:00', 'updatedAt': 1608668606, 'deadstockSoldRank': 65, 'pricePremiumRank': 91, 'averageDeadstockPriceRank': 69, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes']"
